video_id,status,n_comments,error
Zu1kaPLt66E,ok,101,
caGlzR9F2zI,ok,142,
xg5uD-D1QvY,ok,99,
G83MDe_-QNc,ok,107,
KNsnZDEk7pY,ok,129,
EvGkSEuWtaI,ok,220,
TQ2f4sJVXAI,ok,479,
0kSjaP1Xi1U,ok,77,
hK8kk_3WA7w,ok,120,
zaZBgqfEa1E,ok,334,
n5QmIQsw-Lg,ok,47,
295sVZZf9CI,ok,79,
UGHzKaAOOcA,ok,100,
uAXG0tb1Zxw,ok,91,
zY0U0O6VsOA,ok,500,
znwzw7kkmEo,ok,73,
XZ4vxGOGNOM,ok,99,
j9f4kv2sJCk,ok,88,
vGHVVcj8V0E,ok,63,
cecPAcEYId0,ok,65,
czLeGETRMAA,ok,164,
1H0tQZSd-vU,ok,64,
BkzGqD_xbGY,ok,128,
0CVn-Rdnexw,ok,91,
ZcrnN-A2c60,ok,195,
klXVQsbhFsE,ok,224,
dKob6b8QzkU,ok,139,
TST0CsV8LHI,ok,77,
2hCUq6ScWME,ok,56,
BcOey28XXIw,ok,35,
IeajljTsrOc,ok,169,
VnR5H7YSk1k,ok,76,
cFwbA6Zi7w4,ok,118,
3SQUXasUQOA,ok,134,
MqtffzWvzOQ,ok,97,
dZtnOnqcDN4,ok,267,
oDtolKlL7jE,ok,155,
lWaZzww6Tlc,ok,31,
vR4RGzUpOQw,ok,109,
OPfVCUGxyHs,ok,114,
3PmqknYmY9Q,ok,74,
6UiU99_tE7I,ok,86,
NMVgg6zuiB0,ok,66,
VU44eEKtcmQ,ok,61,
k3clwllhdlg,ok,53,
vMQlj9TZQfE,ok,500,
xiwIvp7aKRk,ok,212,
EKBpF2bzpNs,ok,300,
IcaDZK1Njb0,ok,130,
1Mwki3RIybU,ok,62,
N4tP-OCG6jU,ok,144,
d4Cy16uOdLM,ok,347,
5LRhKegPCRY,ok,89,
7ErKuXByRto,ok,317,
SHY4KH4PK7Y,ok,500,
Pgq_CODucg0,ok,224,
4fhS8LF5nAo,ok,201,
j-6zwv31qjg,ok,428,
fua_rUk0zk0,ok,350,
RszqjNDCBX0,ok,65,
-Hmn5Gmn2dw,ok,163,
lB3GWXStnzA,ok,75,
peLzj80-7VY,ok,232,
RJEJl6SKM4s,ok,84,
0ITuQcoLXeE,ok,90,
XZfKdlIRqYk,ok,88,
wY7Tn-JW9No,ok,78,
-UV3xm9pZ0g,ok,132,
PZr142ka96k,ok,99,
Cxf_SRCcaGo,ok,75,
oIZDtqWX6Fk,ok,500,
k1oPVp63eNk,ok,500,
KVVW5eGiETI,ok,90,
EG6QA47rMNg,ok,45,
UL95OYBRbOc,ok,162,
fkFkm_ymego,ok,60,
IqcuV11xp0U,ok,171,
WZWRhLW7Y8w,ok,500,
61hRq0D8Zcs,ok,71,
v6mknkg7MEc,ok,190,
hdvYezsK70A,ok,48,
gN2DWyJTUnY,ok,103,
ixBgCWLVvE8,ok,174,
KWkIgCnUWvY,ok,395,
6YvyjLMfWJs,ok,226,
heY_8JJHBIE,ok,253,
0IclmsaP-CU,ok,27,
a-_FuwTkFhI,ok,257,
yJX1Te0jey0,ok,340,
FQDniBcyntc,ok,125,
8Sl28fkrozE,ok,500,
VHMYl70ibHQ,ok,405,
g0Q5YeZ4YOA,ok,126,
R4Y5wGJJ4oU,ok,23,
FawSxPJsloQ,ok,80,
OtVlE9eJaDI,ok,90,
QPmUAfuqM08,ok,94,
EkIpeO1r0NI,ok,500,
x1Efv_wF5LE,ok,92,
5dVcn8NjbwY,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=5dVcn8NjbwY&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
KHuwaKrHuR0,ok,500,
3w6Ztmpm910,ok,500,
ZSJzPB4qrxU,ok,263,
nm75Fz6D5nA,ok,322,
XcIwN_uZy3c,ok,91,
ztivogVTp7s,ok,123,
OsbV1_tA1oU,ok,128,
VmLMMNhxZMU,ok,500,
kmIZeEu-3CY,ok,118,
w7yXjle9XAk,ok,63,
plmL343TOy4,ok,402,
Hu6s9GVgWkw,ok,177,
cdnkbxVmR70,ok,133,
B6lBtiQZSho,ok,424,
B1fkNcmDrlM,ok,134,
bTsRTZ9hflk,ok,108,
MB7nbvD8rQk,ok,287,
Qewckuxa9hw,ok,500,
YW1-7OFolJg,ok,117,
O4F40SsEFyY,ok,99,
5K4kCUBFcO8,ok,90,
k7i9uYruO3k,ok,40,
9w0PL2_-oAE,ok,68,
3oeIrWcQgJE,ok,45,
t0kACis_dJE,ok,500,
knJWF4km3y0,ok,453,
SiDMd-b-R2g,ok,36,
6F8wFkScnME,ok,90,
6G3UIrqiFLw,ok,82,
6TyIY6u31gk,ok,203,
KQ9FfzMKBNc,ok,500,
eM2VWspRpfk,ok,277,
aUFp8HVxx7I,ok,119,
zeBLHx-OzLE,ok,116,
B6rIUxHZ9f4,ok,201,
iazvFYCU4YU,ok,89,
RQ8N2Diiimo,ok,74,
D1JZkmkStK8,ok,59,
is3F6ZtcSso,ok,247,
_DOOJx7AZfM,ok,288,
Dn1nYrnsmr4,ok,56,
UxQDG6WQT5s,ok,403,
MG5-xZLTuVs,ok,213,
dB7gsp_zDZc,ok,146,
01qATwnoD_E,ok,16,
r9b-DF7Q4xs,ok,112,
wk5_W0EFYTc,ok,136,
Ruf6OdDRJSs,ok,110,
VP_fpvI3Y1k,ok,15,
epUmQP6VuDs,ok,18,
WRS9Gek4V5Q,ok,500,
ss-utCZ5Ok8,ok,219,
QVgq4b9Tag8,ok,92,
hv88_R-XDDw,ok,318,
3y5f2l5yM4c,ok,168,
fvKC5ACxXYA,ok,37,
g80SezdX9WY,ok,8,
kxGOuqsoteA,ok,51,
PtqS0siIeKY,ok,166,
sGpSLgytOx0,ok,25,
GpxV10eD538,ok,343,
u3BZDx2dnSE,ok,35,
T00TZkOMLZc,ok,131,
TV841ZtGfj0,ok,52,
2alYW5xz26E,ok,150,
klroP1mToFA,ok,118,
RzBUAY1wuw4,ok,152,
8atXMqZ_w0M,ok,146,
K7g6DmvWLms,ok,21,
-uR-iqh1x1Q,ok,282,
3UdTys0yd90,ok,18,
Ji4sq73W7BM,ok,104,
27WucvXpbd4,ok,99,
ZkyBw6UYybo,ok,64,
3jWsc0cG0wI,ok,145,
Sigx5bMlzJU,ok,164,
YRXJtWAhFTI,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=YRXJtWAhFTI&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
kqVGiB98cnc,ok,64,
drZ9OTsaGQA,ok,196,
oQeok_5j2So,ok,400,
BzVmRVKvKa0,ok,113,
IZ2N3tF4W_k,ok,89,
9-5SMpg7Q0k,ok,339,
ckHvKsZ1V7Q,ok,21,
jmQWOPDqxWA,ok,500,
TVNHd8ZODio,ok,106,
nQo1NgQ-Yf0,ok,75,
7eL6AhWxW70,ok,143,
DOa5ijO5Ba4,ok,88,
qNXRjtHShX4,ok,33,
oyjIqtEVVB0,ok,59,
9ICjwQ_lJ8Y,ok,78,
kUwLGyd7ir4,ok,34,
OfMgKdhkaog,ok,46,
DYpmewVFACM,ok,231,
KoyG945wlyg,ok,130,
cuWVnNtz6po,ok,90,
rVNb53lkBuc,ok,302,
9Y9ppMqXwkQ,ok,309,
8kjN1PnEGhA,ok,56,
KCxbl5QgFZw,ok,500,
UWothcLpazU,ok,174,
Va_8GmU9cmQ,ok,144,
ZK7ih4V0erc,ok,180,
PLZV9Aj0e1Q,ok,70,
nLjchFPvcQo,ok,112,
8IGZ_M0OOmA,ok,369,
eGUKiFwlN2Q,ok,71,
IOrmS8vJDQw,ok,418,
uXJ9_gWkEX0,ok,98,
1qq7lDL-bzY,ok,453,
moLzH50AVMk,ok,98,
cixIwyYkCEo,ok,88,
DAk-9LvYU1Q,ok,236,
myqyrT81aYM,ok,56,
dx1HM5ZSs-Y,ok,115,
QE8kNh52EeU,ok,115,
prUWMuG0cfY,ok,424,
oxVzNcGP7M8,ok,52,
j_JxWI0_F9Q,ok,133,
G_0UMcx7YlM,ok,101,
7O6TTFgHVIk,ok,121,
g3zrprEu_0Q,ok,52,
UfWh3OHYbEM,ok,259,
YgAuFqEs6yk,ok,88,
bNmRr-BYnxA,ok,182,
FVUkKKc3Vvk,ok,103,
8bj0GR34XWc,ok,141,
eaCrsBtiYA4,ok,297,
OMDVTZ-ycaY,ok,107,
ppjXgm4t9ko,ok,75,
wGGmzeCT8gU,ok,75,
2g8BeujckJY,ok,245,
bW941OpsnMM,ok,90,
kmbui1xF8DE,ok,132,
y4vurv9usYA,ok,500,
wvJTbegktKc,ok,83,
quDwQ7W9eKc,ok,110,
z3d_UsYgt1c,ok,175,
y3emv9DIEkE,ok,156,
zpn6MCmoK0g,ok,159,
Mm-_QZ_tf0s,ok,76,
Ir7wCAQINqw,ok,191,
W2y7osVtIX8,ok,133,
O97OSp3yUDg,ok,13,
Bb7kz1THJPU,ok,227,
uRQEC7DiPtI,ok,28,
9Ruc0Jfno2w,ok,150,
JWRqI2ZRHWQ,ok,500,
sNQfoYm3WI0,ok,81,
CVPl8jRaAqM,ok,329,
hn8N8p9P5gw,ok,85,
kXGuWtR5ulg,ok,17,
b4qVI780Jgw,ok,55,
qWwEoD68gwQ,ok,56,
JJZ8z_nTCZQ,ok,500,
zY2ksORCLbs,ok,93,
ldKtWp7jlHI,ok,500,
KGPjwFw6JaQ,ok,23,
f0jETLKTW7w,ok,57,
CBSkV8sgUQ0,ok,35,
yrxYhv2O3wU,ok,500,
f4xu7w6Vf0U,ok,89,
Fu1Zi1PYqos,ok,92,
y8ohTeRKVqs,ok,97,
tT8icNhydtg,ok,68,
oNBvC25bxQU,ok,230,
GFpciGYBELo,ok,123,
I6xuJu7gLe0,ok,250,
CoQuaDKV3xk,ok,87,
bUqur6hZvKg,ok,118,
f52LJJFBCLc,ok,40,
IyuiVTsIctg,ok,81,
xzWFrHHTrs8,ok,167,
i_1_J-T-XYQ,ok,35,
LfcKh-ZeY20,ok,170,
n3voAR06sNI,ok,122,
KIh2-S2jXls,ok,500,
5ghYJlahAWQ,ok,36,
kn-5H9p24oo,ok,25,
IfOqyuxb5S0,ok,252,
Xe8fIjxicoo,ok,500,
Xgyh0juINNI,ok,81,
XZBZ5aBEUrs,ok,60,
KQ_sO9V0tyw,ok,33,
MS7x_TJfGcE,ok,112,
iwUkbi4_wWo,ok,105,
rfA1ThekjGM,ok,100,
yIs_zfHF8Cg,ok,69,
utiLrnvawQQ,ok,105,
slzuVj5YEms,ok,187,
SEr-Lcue5P4,ok,105,
_0J10j46-qQ,ok,133,
0B543Zkqq88,ok,350,
KzIp4IzDPG0,ok,500,
oXeAWdHP0uY,ok,53,
o-W_KgZhG_A,ok,108,
f8c3TzQtD4k,ok,267,
gnbVwu04oiA,ok,56,
GX9woZi0HUY,ok,86,
XPDHY-jOQYA,ok,58,
sBQv41YbdCk,ok,218,
on0B0iCovOo,ok,107,
PFFbXhEcYTM,ok,127,
bCucggordMM,ok,61,
uTfaua3X0RU,ok,86,
ZkdJGcffe9I,ok,268,
eZ5MM28abKo,ok,81,
1-_pzQqo7c0,ok,84,
aJgXcVkZNG8,ok,91,
6pSMgmL7vF0,ok,73,
1GjinnLB86A,ok,101,
Z7NUaAGmg44,ok,51,
BrnZMrjsf6w,ok,90,
IGJt7QmtUOk,ok,66,
PNLwMSvPurc,ok,29,
ygxh6KR4BPk,ok,40,
qNTf3Zu-oZk,ok,23,
q-GXV4Fd1oA,ok,18,
2KMk1lJGPlk,ok,16,
3lVNA4aF1lg,ok,5,
9zC2Bc22QfA,ok,69,
eAKzT6_ES8w,ok,194,
i5vZkaUk528,ok,72,
WSY-GFkyTV0,ok,108,
BTB_HPL2r88,ok,43,
Zfneete-ZHY,ok,62,
EtZQT3avFaY,ok,39,
_8vLkIj_Lsk,ok,144,
06wDth_nvEg,ok,45,
s0H1jxF5TWQ,ok,49,
wtl5UrrgU8c,ok,124,
sSOBk0v0viM,ok,66,
Dvhu2OK7ffg,ok,69,
cTIUiN6inIQ,ok,146,
z9jXW9r1xr8,ok,399,
-3y6_7_5PcQ,ok,130,
ysRvYxznrq4,ok,341,
bGUVQaBdxKw,ok,100,
E616tdjsrZ0,ok,143,
13zN4-MVM9g,ok,84,
7pMhqyteR5g,ok,318,
8NSQYO2es3U,ok,331,
u2bQSKvZ2qI,ok,307,
kaU7IPlg9PA,ok,199,
6Gw5dK48MtI,ok,251,
xnfEBUI_YTE,ok,125,
ir5yzW0yIk0,ok,83,
LQMLFryA_7k,ok,500,
wRG5_-9eE4w,ok,101,
JJyeKiT8g4g,ok,137,
yfLp_vueUxY,ok,212,
bHgfcA6Vy24,ok,114,
tSciinXdGhI,ok,500,
fc3c3OrpKSI,ok,216,
JrjjOGI6YB4,ok,241,
VasJyDmMafA,ok,121,
-7ORAKULel4,ok,273,
s7QPgarhiWg,ok,84,
-KKSUR5SBLc,ok,95,
eeVCz-9SUc8,ok,62,
opdCfb8cCFw,ok,227,
ssR-RguvjHo,ok,53,
uXrCeiQxWyc,ok,234,
1LX6rCIZaIU,ok,134,
CbnQtb9LUY4,ok,204,
Eup2J0oAq9Y,ok,97,
gQ-0oR3C1UM,ok,122,
4zLmWpMDY8Q,ok,133,
oMBVxhO57JE,ok,276,
mAnFBEokfrw,ok,56,
4tSI_LPD8Vo,ok,76,
Sek29hwUjZE,ok,109,
uwKS1lT_YZU,ok,48,
PmY1Dr2iQ_Q,ok,109,
ZkwqZfvbdFw,ok,363,
2UZKME9WP9M,ok,500,
PXB3-yVGHcI,ok,100,
Cvl2tHwuvzk,ok,88,
PI5V1-IFvlI,ok,137,
w8mToWb9NC8,ok,128,
tPBFVIxnbDw,ok,224,
Depn_GsxSqo,ok,262,
OfCLTQhW9GQ,ok,222,
NUFEBioLPf8,ok,210,
2GhJ6CTDEoM,ok,93,
yyVMZHjaY40,ok,140,
DhnBn_c9f8Q,ok,157,
I3BJVaioX_k,ok,198,
oD8Ggp0YsWM,ok,72,
BDC2hZn9h1A,ok,62,
bWA1gvA5lxU,ok,95,
sf3adAPotrM,ok,123,
fFJeTy1_8Ng,ok,166,
8UNCvk9YXOo,ok,441,
TLZ6W-Nqv1I,ok,26,
kdAs3UVgIGg,ok,234,
lSPxeA6Z_m4,ok,103,
O_MQr4lHm0c,ok,500,
kmNejqbx1M0,ok,30,
NjwvaF3P_5Q,ok,57,
E4FrxvHJlKw,ok,127,
nbYA5pPzfCw,ok,48,
77HUdJ7Tij0,ok,123,
17D5SrgBE6g,ok,101,
9_H9wtQi7mg,ok,49,
3iD4HwJ-67Q,ok,154,
u08T3A7slkE,ok,49,
OhCzX0iLnOc,ok,500,
1pky-86YSrI,ok,184,
uFt-q8HgYpI,ok,400,
3-mhddgkaJc,ok,57,
c2QuXJPY9Wc,ok,184,
9alL95G293s,ok,43,
aolOWJTLGGA,ok,70,
JCL4lsW6CUY,ok,28,
Efv5IeMlo4Y,ok,53,
6S3KTtcO5YI,ok,102,
0f4wtD8eXNk,ok,68,
fh5KLfd9Km8,ok,321,
25s8BCsSWuk,ok,51,
TSDOXxlT0U0,ok,267,
I5g9-4fx60A,ok,500,
9KvZy09vaNg,ok,171,
jzrcRcEBrmA,ok,113,
86AGPVir1g4,ok,25,
idfv7Lw4Y_s,ok,500,
P7vnspDNx7g,ok,101,
jltYcaQ24q4,ok,80,
GIrfNWed1Mk,ok,69,
-akXMtIhPIo,ok,110,
pR83Woy0zDs,ok,56,
n3ZbjsS4TCc,ok,116,
6Wl0yjC459k,ok,71,
fwvbx80QidM,ok,83,
P_Z5MhlprRE,ok,281,
th3KE_H27bs,ok,500,
YR-sgN4QqW8,ok,46,
SF9qq6vQ3Pg,ok,159,
tuvxXnQrRv8,ok,172,
Rjre6diN35A,ok,59,
EtzumV-GwOQ,ok,60,
949yOxz_x80,ok,95,
XZ65W5ZxapA,ok,73,
MB5IX-np5fE,ok,500,
oH-pbEqdJTQ,ok,39,
wzjVT07bcYA,ok,143,
HzAtOyw6ACw,ok,189,
pg5WtBjox-Y,ok,219,
mwoLhdHRt_0,ok,306,
Ie9cACQnqew,ok,453,
t0Cr64zCc38,ok,211,
7qWvVcBZzRg,ok,182,
2ix8JEqCJ1s,ok,500,
uU2L5nTSHtc,ok,257,
lEjegKJwI0M,ok,53,
FhP0AfZdRZ4,ok,189,
PrUA8L40Dic,ok,151,
C-bcjsXkG1Q,ok,82,
9A7_xCrgX1U,ok,247,
mLzTo-y8Ef0,ok,500,
byAogVoMViE,ok,500,
E0KLmBMSjDk,ok,169,
6SZHUHkMYr4,ok,161,
Q6SY2nz5PJs,ok,500,
dsJWs6Z6eNs,ok,500,
-IlDkCEvsYw,ok,284,
pY5UdMh6WJg,ok,42,
MIGtyaVb2Xc,ok,205,
Zd_Lbg9jroU,ok,73,
MMzNxiB7NRc,ok,122,
pj-WqrFZZmg,ok,54,
Doqr0HdMXOI,ok,149,
3VTsIju1dLI,ok,500,
dkS_CgVZ8Ts,ok,68,
w4OPtFCs_fw,ok,119,
flb_S5JJC4k,ok,500,
n0urFzhWTZ4,ok,285,
gJzSWacrkKo,ok,274,
xDKth-qS8Jk,ok,500,
Juc_yvEkJuc,ok,348,
ysblroPCgCw,ok,156,
Kv0Xz0lMKDQ,ok,186,
Kc6hkHGHQQc,ok,89,
XOySX6sE_8s,ok,47,
hU-aTB-heU0,ok,243,
xgW-0egOWVg,ok,196,
2IFa0tqHrwE,ok,500,
JKS7HWy2TRU,ok,141,
L1VT0asH5Ck,ok,143,
xlLXXdU0FBk,ok,91,
DTIjvPLkJgo,ok,305,
Q9XD8yRPxc8,ok,500,
Bg7hbA6IwBM,ok,141,
Ta8KBJ4BTNg,ok,57,
OQuwz64qsBM,ok,500,
UuskKfv2zxI,ok,445,
ORW5MNCv_LU,ok,101,
Rp_HEnOWEso,ok,92,
xJM_CQN8-ns,ok,131,
5cWkKwGUt3g,ok,112,
R9XKRR7aKHI,ok,139,
gi6rMXu_veE,ok,270,
h-TIRIxhq6E,ok,115,
zELJMIQawys,ok,275,
54ST8bwOVyc,ok,231,
oBdzOIzwtng,ok,114,
PUW89NpDYJw,ok,70,
Stt4iGMiHiI,ok,127,
m5HQamrXlSY,ok,336,
8DDgHq9ewOo,ok,390,
PJLT0cAPNfs,ok,139,
srhCnPUmJDI,ok,84,
ppfONdsOkWI,ok,72,
A2DzsgJSwcc,ok,196,
0rAngiiXBAc,ok,347,
88d-58tWhGs,ok,500,
UCKfvxnljYY,ok,148,
iB4MS1hsWXU,ok,500,
DTcJmIbn5nw,ok,500,
ieSV8-isy3M,ok,500,
ogCIqaCe2zI,ok,202,
aVOJA8qI7oo,ok,77,
RZgkjEdMbSw,ok,500,
jATCr-gQvPA,ok,49,
nbW4XWkJC6w,ok,364,
RjquHTj4HlY,ok,500,
SGTMSV8QUrs,ok,422,
vZCGSP3A0Fo,ok,238,
m19jit19v9w,ok,178,
b5ZESpOAolU,ok,434,
pyFcr2WcOyo,ok,243,
8q7D4EmbSCw,ok,194,
87qLWFZManA,ok,500,
ON4iy8hq2hM,ok,500,
OQSMr-3GGvQ,ok,500,
ttcJMNlKif4,ok,145,
BcgDvEdGEXg,ok,500,
TrofjEAetVs,ok,332,
a63t8r70QN0,ok,500,
4CGFPbFqdJ4,ok,209,
5MuIMqhT8DM,ok,500,
Cm1Ij-jRhpQ,ok,500,
qAC-5hTK-4c,ok,232,
gmG5ADvPN98,ok,93,
nJd_2mJ4u-I,ok,322,
iqKYtA3pK1c,ok,223,
DBBA2LAsepU,ok,78,
LC5n91vKDZg,ok,83,
ONs9FCY74p0,ok,280,
lUKhMUZnLuw,ok,206,
fO2htapfNhA,ok,106,
dKNu5ZnWhb4,ok,155,
J4r9pgx_95E,ok,95,
Ln5Ts0bGguk,ok,97,
uyMtsyzXWd4,ok,500,
vjXJ4f-OW0U,ok,162,
ER15KmrB8h8,ok,257,
qu47T7kUPVQ,ok,80,
CeOadxT7kPA,ok,83,
RLz3AYVIqes,ok,113,
C0dmOPDLKhY,ok,74,
5nM21P8lJ2I,ok,77,
qRJJR6bGyL4,ok,257,
VLDwh4ivNf4,ok,195,
xnQB9Y77PXE,ok,54,
khkJkR-ipfw,ok,500,
YkYdxjaqt58,ok,74,
QtnBMSSk9Ok,ok,190,
3BDF7cD2M6g,ok,94,
HiA41B9LbJI,ok,128,
xTra-yePY_A,ok,177,
-jNlpGLpelg,ok,77,
tt2xKhTHZQs,ok,274,
hxnHdLQIX3o,ok,68,
BRRNeBKwvNM,ok,180,
XY6aAPhs0tE,ok,83,
WlFsUeYzezk,ok,107,
MeKJK4uetL8,ok,188,
YSZhrxOkBZI,ok,75,
nAHvKC_k5VE,ok,48,
Ox4YJsGm8mY,ok,63,
XXllBMHeKJE,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=XXllBMHeKJE&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
CyGWML6cI_k,ok,500,
UUp39T3fPAo,ok,66,
TdZTvzMPa6s,ok,194,
lFG1b1-EsW8,ok,200,
5tn8zo4ykMI,ok,236,
-mwF-znI4x0,ok,134,
FJxUN-kNXNs,ok,113,
7uRPPaYuu44,ok,500,
zjrFw3MASGc,ok,105,
_lyP_2p5MJc,ok,295,
SkB4gG8ke7Q,ok,235,
wxStlzunxCw,ok,176,
Bzfb4ZdNQFM,ok,7,
gJjLdnycuyU,ok,29,
SMnKboI4fvY,ok,54,
xv4_L5zlYaA,ok,440,
Q9cje57YDRU,ok,120,
G9-urSR19SI,ok,115,
-kHm6YiboHA,ok,48,
F3mzS32SH2Q,ok,113,
7SfhKi24z-M,ok,151,
ZjeZ8r7yWOk,ok,500,
GIBoCJeB3HQ,ok,106,
fjkTrdunJzA,ok,81,
stUl_OapUso,ok,500,
kcoUlel8qbw,ok,46,
Vn6elsrKz70,ok,84,
-T3k6s7bev8,ok,150,
wMt0K-AbpCU,ok,227,
jr5mTwfFh00,ok,112,
ewNTwBbLUhM,ok,209,
aQsOmGflf1o,ok,90,
Swj-8DrVT2M,ok,80,
Xj-ncWb4N-I,ok,52,
jTVWtrMleI0,ok,38,
McxUiTl61nY,ok,91,
vXlJEcrinwg,ok,117,
NI915VTjCHE,ok,85,
H2QxFM9y0tY,ok,500,
08z_xW-szwM,ok,199,
PK8PR22-c_U,ok,154,
HLEgiR1Fsds,ok,348,
dQmaMOxwaQI,ok,97,
mCHC99MqVfE,ok,61,
x6fIseKzzH0,ok,102,
DOisAG9yoNk,ok,57,
PYJ22-YYNW8,ok,175,
ngFXRh3ahm8,ok,21,
UJz69v_7258,ok,55,
H8rDS6Wto5g,ok,115,
iBa9EoEbb38,ok,185,
Dig_QFPPPtE,ok,221,
yjYrxcGSWX4,ok,413,
yXh1p2oBbPI,ok,97,
g7F9XCdeOtw,ok,123,
kBBmVezBUkg,ok,150,
aRcD31sA2a0,ok,426,
QuR969uMICM,ok,500,
b-HkNXW4nmU,ok,91,
o_U-_akINwQ,ok,173,
_vCIktrORFU,ok,314,
OWiiA9hXbY8,ok,71,
9NZCWeBNPeE,ok,95,
ygHwQXIlKJI,ok,90,
7G4WI4oTC5A,ok,46,
o_XVt5rdpFY,ok,500,
iu9u5yzUlb0,ok,81,
bLAw7yF0YBc,ok,145,
UDvw9vWSgt4,ok,105,
hokUdXYRe2Q,ok,148,
v4ly_-IIFCQ,ok,47,
qlzjohcBkmg,ok,138,
Is1YUQVYkvY,ok,150,
-BvcToPZCLI,ok,368,
JqcDzptviFw,ok,81,
gpE_W50OTUc,ok,269,
3zJHwOwirjA,ok,500,
mnRlB3G9fDU,ok,79,
zP3LaAYzA3Q,ok,271,
Ubbmje44gLg,ok,44,
LcNvkhS4UYg,ok,232,
jAw8t2g-eVU,ok,134,
1AT5klu_yAQ,ok,93,
UeGLnUqNI0s,ok,274,
D4vjGSiRGKY,ok,500,
ez7HOFKTtH0,ok,82,
AHV_BxlNzmM,ok,500,
-H1tUMRJoeo,ok,435,
oQ7vlPpUHN8,ok,65,
Y_p8qwDHtfA,ok,126,
XowcxCYbug0,ok,361,
mqX2BmiEDnQ,ok,132,
phgjouv0BUA,ok,175,
_jHmjs2270A,ok,88,
tFfYh9THuGo,ok,362,
zfAgyT4hy8Q,ok,124,
m7hdIIneypE,ok,145,
L375-rWJVmU,ok,100,
rpJx5VLQMxk,ok,179,
N3SQlrmV1cE,ok,161,
U51MSK6nSQE,ok,85,
360bU-vBJOI,ok,86,
Uroa2-MpiuE,ok,135,
rQy4gPjUY-s,ok,144,
PlytMrKfOFA,ok,71,
mJ0X5itK96o,ok,126,
s2cixaL9H3U,ok,268,
4E_1AB1rsSw,ok,149,
XewnyUJgyA4,ok,500,
xn5gw0q3Tqw,ok,62,
pxEcvU0Vp_M,ok,91,
_9lz7hYDvRM,ok,156,
rmfzwwrCrrU,ok,500,
dd1IeIHA0S8,ok,114,
uuatZO76MgQ,ok,183,
iw7nPE2jioU,ok,90,
dDClQv1SeeE,ok,351,
7Q59suYxIec,ok,57,
L7X17aash2s,ok,180,
-RkhAP0_ms4,ok,118,
Rv-tDrv__mc,ok,103,
b2Jv8vC-m3g,ok,56,
Uq6XgrYBugo,ok,168,
5bXiuSrZUKg,ok,46,
iBErp8qvWZg,ok,96,
3Va3oY8pfSI,ok,53,
NAYkF04IZHI,ok,122,
4xKgo0_HGRM,ok,61,
xqzLm0Xua8g,ok,172,
IBf9pXOmpFw,ok,476,
7LN4L5EMmmc,ok,65,
NuBtcUGqgMc,ok,74,
51k3UASQE5E,ok,72,
7p1nCRQCiUM,ok,107,
dgJsm8gDLK0,ok,64,
SU8JYKGekXo,ok,63,
IFpK-MqBD5E,ok,75,
6iM6M_7wBMc,ok,500,
SDLbFowy3A0,ok,130,
6UbpxCQTv34,ok,47,
k12j-E1LsUU,ok,186,
zpjxElfNpks,ok,217,
YY1ERM-NIBY,ok,154,
Euegk8-WjoQ,ok,500,
wcCZ-icYX9c,ok,65,
nisSeC81u2M,ok,430,
MEHU2gp1wtg,ok,106,
Hx9mkvBBXXw,ok,43,
bYi6GMv5Erw,ok,49,
bUjrtRQ64ek,ok,289,
onaiTOLPeUs,ok,47,
6C_-VdaXgCQ,ok,53,
Uq3MCf_6HtI,ok,73,
MiI7q_4p17M,ok,33,
YUUP2MMz7PU,ok,88,
2ch5FJAqLMk,ok,122,
